SUBSTANCE(S) ACTIVE(S),P.COMM,SOCIÉTÉ,FABRICANT,SUBSTANCE_ACTIVE_1,SUBSTANCE_UNIT_1,SUBSTANCE_Corr_1,SUBSTANCE_ACTIVE_2,SUBSTANCE_UNIT_2,SUBSTANCE_Corr_2,SUBSTANCE_ACTIVE_3,SUBSTANCE_UNIT_3,SUBSTANCE_Corr_3,SUBSTANCE_ACTIVE_4,SUBSTANCE_UNIT_4,SUBSTANCE_Corr_4,SOCIÉTÉ_CANONIQUE,FABRICANT_CANONIQUE,Status_Glb
CLOFENTEZINE,APOLLO 50,STEC,AAKO BV,CLOFENTEZINE,CLOFENTEZINE,CLOFENTEZINE,,,,,,,,,,STEC,AAKO BV,Not Approved
CLOPYRALID,CLOPRYD 30 SL,SLDA,SHARDA CROPCHEM,CLOPYRALID,CLOPYRALID,CLOPYRALID,,,,,,,,,,SLDA,SHARDA CROPCHEM,
CUIVRE,CHAMP FLO,INNOVA,NUFARM,CUIVRE,CUIVRE,CUIVRE,,,,,,,,,,INNOVA,NUFARM,
CUIVRE,HYDRO FLO,BIOPROTECTION,NUFARM,CUIVRE,CUIVRE,CUIVRE,,,,,,,,,,BIOPROTECTION,NUFARM,
CUIVRE,SISCOP 60 SC,SEPCM,AAKO BV,CUIVRE,CUIVRE,CUIVRE,,,,,,,,,,SEPCM,AAKO BV,
CUIVRE + CYMOXANIL,CUPROFIX C WG,EL MOUSSEM,UPL,CUIVRE,CUIVRE,CUIVRE,CYMOXANIL,CYMOXANIL,CYMOXANIL,,,,,,,EL MOUSSEM,UPL,
CUIVRE +METALAXYL,MEVAXIL CUIVRE WP,NEGANOR,IQV DEL VALLES,CUIVRE,CUIVRE,CUIVRE,METALAXYL,METALAXYL,METALAXYL,,,,,,,NEGANOR,IQV DEL VALLES,
CUIVRE+ MÉTALAXYL,ARMETIL CUIVRE,SOCOOPEC,IQV DEL VALLES,CUIVRE,CUIVRE,CUIVRE,MÉTALAXYL,MÉTALAXYL,METALAXYL,,,,,,,SOCOOPEC,IQV DEL VALLES,
CUIVRE METAL,COBRE NORDOX,COTUGRAIN,NORDOX INDUSTRIER A/S,CUIVRE METAL,CUIVRE METAL,CUIVRE METAL,,,,,,,,,,COTUGRAIN,NORDOX INDUSTRIER A S,
CUIVRE MÉTAL,AIRONE,AGRIMATCO,ISAGRO/DISTRIBUTE PAR FRARIMPEX GOWAN CROP,CUIVRE MÉTAL,CUIVRE MÉTAL,CUIVRE METAL,,,,,,,,,,AGRIMATCO,ISAGRO DISTRIBUTE PAR FRARIMPEX GOWAN,
CUIVRE MÉTAL,COBRAKEY,ETS MEZGHANI,INDUSTRI. QUIMAGRO,CUIVRE MÉTAL,CUIVRE MÉTAL,CUIVRE METAL,,,,,,,,,,ETS MEZGHANI,INDUSTRI QUIMAGRO,
CUIVRE MÉTAL,COBREKEY,ETS MEZGHANI,INDUSTRI.,CUIVRE MÉTAL,CUIVRE MÉTAL,CUIVRE METAL,,,,,,,,,,ETS MEZGHANI,INDUSTRI,
CUIVRE MÉTAL,COMAC,AGRIPROTEC,NUFARM,CUIVRE MÉTAL,CUIVRE MÉTAL,CUIVRE METAL,,,,,,,,,,AGRIPROTEC,NUFARM,
CUIVRE MÉTAL,COPSIP,AGRIPROTEC,SIPCAM INAGRA,CUIVRE MÉTAL,CUIVRE MÉTAL,CUIVRE METAL,,,,,,,,,,AGRIPROTEC,SIPCAM INAGRA,
CUIVRE MÉTAL,HIDROCOBRE 50 VALLES,SOCOOPEC,IQV DEL VALLES,CUIVRE MÉTAL,CUIVRE MÉTAL,CUIVRE METAL,,,,,,,,,,SOCOOPEC,IQV DEL VALLES,
CUIVRE MÉTAL,OSSICLOR 50 PB MANICA,ATLAS AGRICOLE,MANICA SPA,CUIVRE MÉTAL,CUIVRE MÉTAL,CUIVRE METAL,,,,,,,,,,ATLAS,MANICA,
CUIVRE(OXYCHLORURE DE CUIVRE 605 G/KG),RAMCU 35 WG,STIMA,MANICA S.P.A,CUIVRE(OXYCHLORURE DE CUIVRE 605 G/KG),CUIVRE(OXYCHLORURE DE CUIVRE 605 G/KG),CUIVRE,,,,,,,,,,STIMA,MANICA S P A,
CYANAMIDE D’HYDROGÈNE,DORMEX,BIOPROTECTION,DEGUSSA AG/ ARYSTA LIFESCIENCE/ALZ-CHEM,CYANAMIDE D’HYDROGÈNE,CYANAMIDE D’HYDROGÈNE,CYANAMIDE D’HYDROGENE,,,,,,,,,,BIOPROTECTION,DEGUSSA AG ARYSTA LIFESCIENCE ALZ CHEM,Not Approved
CYANTRANILIPROLE,BENEVIA,AGRIMATCO,DU PONT,CYANTRANILIPROLE,CYANTRANILIPROLE,CYANTRANILIPROLE,,,,,,,,,,AGRIMATCO,DU PONT,
CYANTRANILIPROLE,PREZA OD,AGRIPROTEC,DU PONT/FMC,CYANTRANILIPROLE,CYANTRANILIPROLE,CYANTRANILIPROLE,,,,,,,,,,AGRIPROTEC,DU PONT FMC,
CYANTRANILIPROLE,VERIMARK SC,SEPCM,FMC,CYANTRANILIPROLE,CYANTRANILIPROLE,CYANTRANILIPROLE,,,,,,,,,,SEPCM,FMC,
CYANTRANILIPROLE + ACIBENZOLAR-S-METHYL,PLESIVA ALPHA SC,BIOPROTECTION,SYNGENTA,CYANTRANILIPROLE,CYANTRANILIPROLE,CYANTRANILIPROLE,ACIBENZOLAR-S-METHYL,ACIBENZOLAR-S-METHYL,ACIBENZOLAR-S-METHYL,,,,,,,BIOPROTECTION,SYNGENTA,Not Approved
CYAZOFAMID,RANMAN TOP SC,AGRIPROTEC,ISK BIOSCIENCES EUROPE N.V,CYAZOFAMID,CYAZOFAMID,CYAZOFAMID,,,,,,,,,,AGRIPROTEC,ISK BIOSCIENCES EUROPE N V,
CYCLOXIDIME,FOCUS ULTRA,STIMA,BASF,CYCLOXIDIME,CYCLOXIDIME,CYCLOXIDIME,,,,,,,,,,STIMA,BASF,
CYCLOXIDIME,STRATOS ULTRA EC,AGRIPROTEC,BASF,CYCLOXIDIME,CYCLOXIDIME,CYCLOXIDIME,,,,,,,,,,AGRIPROTEC,BASF,
CYFLUFENAMID,CONFIRM 5 EW,EL MOUSSEM,NIPPON SODA/ NISSO CHEMICAL EUROPE GMBH,CYFLUFENAMID,CYFLUFENAMID,CYFLUFENAMID,,,,,,,,,,EL MOUSSEM,NIPPON SODA NISSO EUROPE,
CYFLUMETOFEN,DANIRANGER 10DC,AGRIMATCO,OAT AGRIOCO.LTD,CYFLUMETOFEN,CYFLUMETOFEN,CYFLUMETOFEN,,,,,,,,,,AGRIMATCO,OAT AGRIOCO,
CYFLUMETOFEN,VELAR 20 SC,COTUGRAIN,OAT AGRIO(FAB)/JAPO(LIDA PLANT RESEARCH/FOURNISSEUR),CYFLUMETOFEN,CYFLUMETOFEN,CYFLUMETOFEN,,,,,,,,,,COTUGRAIN,OAT AGRIO FAB JAPO LIDA PLANT RESEARCH FOURNISSEUR,
CYMOXANIL+ ZOXAMID,REBOOT WG,AGRIMATCO,GOWAN CROP PROTECTION LIMITED,CYMOXANIL,CYMOXANIL,CYMOXANIL,ZOXAMID,ZOXAMID,ZOXAMIDE,,,,,,,AGRIMATCO,GOWAN,
CYMOXANIL + BOUILLIE BORDELAISE,FESTIVAL WP,RAYEN PHYTAGRI,"LAINCO, S, A/ESPAGNE",CYMOXANIL,CYMOXANIL,CYMOXANIL,BOUILLIE BORDELAISE,BOUILLIE BORDELAISE,BOUILLIE BORDELAISE,,,,,,,RAYEN PHYTAGRI,LAINCO S A ESPAGNE,
CYMOXANIL + FAMOXADONE,EQUATION PRO,SEPCM,DU PONT (TAIWAN) AGRISCIENCE,CYMOXANIL,CYMOXANIL,CYMOXANIL,FAMOXADONE,FAMOXADONE,FAMOXADONE,,,,,,,SEPCM,DU PONT TAIWAN AGRISCIENCE,Not Approved
CYMOXANIL + MANCOZEBE,AGREZATE PLUS WP,SOCOOPEC,AGRIA,CYMOXANIL,CYMOXANIL,CYMOXANIL,MANCOZEBE,MANCOZEBE,MANCOZEBE,,,,,,,SOCOOPEC,AGRIA,Not Approved
CYMOXANIL + MANCOZÈBE,CURVAX M,SEPCM,CMPA,CYMOXANIL,CYMOXANIL,CYMOXANIL,MANCOZÈBE,MANCOZÈBE,MANCOZEBE,,,,,,,SEPCM,CMPA,Not Approved
CYMOXANIL + MANCOZÈBE,CURZATE M,STEC,DU PONT (TAIWAN),CYMOXANIL,CYMOXANIL,CYMOXANIL,MANCOZÈBE,MANCOZÈBE,MANCOZEBE,,,,,,,STEC,DU PONT TAIWAN,Not Approved
CYMOXANIL + MÉTIRAME DE ZINC,AVISO DF,STIMA,BASF,CYMOXANIL,CYMOXANIL,CYMOXANIL,MÉTIRAME DE ZINC,MÉTIRAME DE ZINC,METIRAME DE ZINC,,,,,,,STIMA,BASF,Not Approved
CYMOXANIL + MÉTIRAME DE ZINC,BATO,AGRIMATCO,BASF,CYMOXANIL,CYMOXANIL,CYMOXANIL,MÉTIRAME DE ZINC,MÉTIRAME DE ZINC,METIRAME DE ZINC,,,,,,,AGRIMATCO,BASF,Not Approved
CYPERMETHRINE,BELEM 0.8 MG,SEPCM,SBM FORMULATION/ CMPA,CYPERMETHRINE,CYPERMETHRINE,CYPERMETHRINE,,,,,,,,,,SEPCM,SBM FORMULATION CMPA,
CYPERMETHRINE,CYPERNOVA,AGRINOVA,SHARDA CROPCHEM LIMITED INDE,CYPERMETHRINE,CYPERMETHRINE,CYPERMETHRINE,,,,,,,,,,AGRINOVA,SHARDA CROPCHEM INDE,
CYPERMETHRINE,CYPGOLD 500 EC,EL MOUSSEM,ARYSTA LIFESCIENCE /UPL,CYPERMETHRINE,CYPERMETHRINE,CYPERMETHRINE,,,,,,,,,,EL MOUSSEM,ARYSTA LIFESCIENCE UPL,
CYPERMETHRINE,CYPRINE,TASMID,CROPSAVE PESTICIDES INDIAN PVT.LTD,CYPERMETHRINE,CYPERMETHRINE,CYPERMETHRINE,,,,,,,,,,TASMID,CROPSAVE PESTICIDES INDIAN PVT,
CYPERMETHRINE,CYRUX,PROTAGRI,UPL,CYPERMETHRINE,CYPERMETHRINE,CYPERMETHRINE,,,,,,,,,,PROTAGRI,UPL,
CYPERMETHRINE,CYTHRINE 10 EC,AGRIPROTEC,ARYSTA LIFESCIENCE/IP L,CYPERMETHRINE,CYPERMETHRINE,CYPERMETHRINE,,,,,,,,,,AGRIPROTEC,ARYSTA LIFESCIENCE IP L,
CYPERMETHRINE,SINOCYPER,EL KHADRA,CROPSAVE PESTICIDES INDIAN PVT.LTD,CYPERMETHRINE,CYPERMETHRINE,CYPERMETHRINE,,,,,,,,,,EL KHADRA,CROPSAVE PESTICIDES INDIAN PVT,
CYPERMETHRINE,SYNCHRO,EL KHADRA,SHARDA WORLDWIDE,CYPERMETHRINE,CYPERMETHRINE,CYPERMETHRINE,,,,,,,,,,EL KHADRA,SHARDA WORLDWIDE,
CYPERMÉTHRINE,CIRTAN EC,COTUGRAIN IMPEX,ALCOTAN,CYPERMÉTHRINE,CYPERMÉTHRINE,CYPERMETHRINE,,,,,,,,,,COTUGRAIN IMPEX,ALCOTAN,
CYPERMÉTHRINE,CYMBUSH 10,AGRIPROTEC,PROBELTE,CYPERMÉTHRINE,CYPERMÉTHRINE,CYPERMETHRINE,,,,,,,,,,AGRIPROTEC,PROBELTE,
CYPERMÉTHRINE,CYPERCAL 250 EC,BIOPROTECTION,UPL/ARYSTA LIFESCIENCE,CYPERMÉTHRINE,CYPERMÉTHRINE,CYPERMETHRINE,,,,,,,,,,BIOPROTECTION,UPL ARYSTA LIFESCIENCE,
CYPERMÉTHRINE,SELENE,ETS. MEZGHANI,INDUSTRIAL QUIMICA KEY,CYPERMÉTHRINE,CYPERMÉTHRINE,CYPERMETHRINE,,,,,,,,,,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,
CYPERMÉTHRINE,SHERPA,JADWA AGROTEC,CMPA,CYPERMÉTHRINE,CYPERMÉTHRINE,CYPERMETHRINE,,,,,,,,,,JADWA AGROTEC,CMPA,
CYPROCONAZOLE + PROPICONAZOLE,TAZOLE 410 EC,EXCEL AGRI,SHARDA,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,PROPICONAZOLE,PROPICONAZOLE,PROPICONAZOLE,,,,,,,EXCEL AGRI,SHARDA,Not Approved
CYPROCONAZOLE + PROPICINAZOLE,MENARA 410 EC,AGRIPROTEC,SYNGENTA,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,PROPICINAZOLE,PROPICINAZOLE,PROPICONAZOLE,,,,,,,AGRIPROTEC,SYNGENTA,Not Approved
CYPROCONAZOLE + PROPICINAZOLE,TAZOLE 410 EC,AGRONOMIC LAND,SHARDA,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,PROPICINAZOLE,PROPICINAZOLE,PROPICONAZOLE,,,,,,,AGRONOMIC LAND,SHARDA,Not Approved
CYPROCONAZOLE + PROPICINAZOLE,TWIST SUPER EC,ATLAS AGRICOLE,SHARDA,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,PROPICINAZOLE,PROPICINAZOLE,PROPICONAZOLE,,,,,,,ATLAS,SHARDA,Not Approved
CYPROCONAZOLE + PROPICINAZOLE,WINTER 41 EC,AGRIMED DISTRIBUTION,SHARDA,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,PROPICINAZOLE,PROPICINAZOLE,PROPICONAZOLE,,,,,,,AGRIMED DISTRIBUTION,SHARDA,Not Approved
CYPROCONAZOLE + PICOXYSTROBINE,ACANTO PLUS,SEPCM,DU PONT INTERNATIONAL,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,PICOXYSTROBINE,PICOXYSTROBINE,PICOXYSTROBINE,,,,,,,SEPCM,DU PONT INTERNATIONAL,Not Approved
CYPROCONAZOLE + PICOXYSTROBINE,STINGER SC,ATLAS AGRICOLE,DU PONT INTERNATIONAL,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,PICOXYSTROBINE,PICOXYSTROBINE,PICOXYSTROBINE,,,,,,,ATLAS,DU PONT INTERNATIONAL,Not Approved
CYPROCONAZOLE,ATEMI 10 WG,AGRIPROTEC,SYNGENTA CROP PROTECTION,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,,,,,,,,,,AGRIPROTEC,SYNGENTA,Not Approved
CYPROCONAZOLE,XPERT WG,EL KHADRA,SHARDA,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,,,,,,,,,,EL KHADRA,SHARDA,Not Approved
CYPROCONAZOLE + CHLOROTHALONIL,CHAMPION,SOCOOPEC,SHARDA CROPCHEM,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,,,,,,,SOCOOPEC,SHARDA CROPCHEM,Not Approved
CYPROCONAZOLE + CHLOROTHALONIL,CYCLONE,SANABEL AGRO,SHARDA CROPCHEM,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,,,,,,,SANABEL AGRO,SHARDA CROPCHEM,Not Approved
CYPRODINIL,ARNATIN WG,SOLAGRI,SYNGENTA,CYPRODINIL,CYPRODINIL,CYPRODINIL,,,,,,,,,,SOLAGRI,SYNGENTA,
CYPRODINIL,UNIX 50 WG,EL MOUSSEM AGRICOLE,SYNGENTA,CYPRODINIL,CYPRODINIL,CYPRODINIL,,,,,,,,,,EL MOUSSEM,SYNGENTA,
CYROMAZINE,CLAVE WP,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,CYROMAZINE,CYROMAZINE,CYROMAZINE,,,,,,,,,,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,Not Approved
CYROMAZINE,TRIGARD,BIOPROTECTION,SYNGENTA,CYROMAZINE,CYROMAZINE,CYROMAZINE,,,,,,,,,,BIOPROTECTION,SYNGENTA,Not Approved
CYROMAZINE,TRIGARD,ETS MEZGHANI,INDUST. QUIMICA KEY,CYROMAZINE,CYROMAZINE,CYROMAZINE,,,,,,,,,,ETS MEZGHANI,INDUST QUIMICA KEY,Not Approved
DELTAMETHRIN,CISTHRIN EC,UNIAGRO,SHANDONG WEIFANG RAINBOW,DELTAMETHRIN,DELTAMETHRIN,DELTAMETHRINE,,,,,,,,,,UNIAGRO,SHANDONG WEIFANG RAINBOW,
DELTAMETHRINE,D66,ETS MEZGHANNI,INDUSTRIAL QUIMICA KEY,DELTAMETHRINE,DELTAMETHRINE,DELTAMETHRINE,,,,,,,,,,ETS MEZGHANNI,INDUSTRIAL QUIMICA KEY,
DELTAMETHRINE,DELMITOX,SANABEL AGRO,SHARDA CROPCHEM,DELTAMETHRINE,DELTAMETHRINE,DELTAMETHRINE,,,,,,,,,,SANABEL AGRO,SHARDA CROPCHEM,
DELTAMETHRINE,DEXTRA 25 EC,RAYEN PHYTAGRI,TAGROS CHEMICALS,DELTAMETHRINE,DELTAMETHRINE,DELTAMETHRINE,,,,,,,,,,RAYEN PHYTAGRI,TAGROS,
DELTAMÉTHRINE,DECIS EC 25,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE,DELTAMÉTHRINE,DELTAMÉTHRINE,DELTAMETHRINE,,,,,,,,,,EL MOUSSEM,BAYER CROPSCIENCE,
DELTAMÉTHRINE,DELTA DECIS EC 25,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE,DELTAMÉTHRINE,DELTAMÉTHRINE,DELTAMETHRINE,,,,,,,,,,EL MOUSSEM,BAYER CROPSCIENCE,
DELTAMÉTHRINE,DELTACAL,BIOPROTECTION,UPL/ARYSTA LIFESCIENCE,DELTAMÉTHRINE,DELTAMÉTHRINE,DELTAMETHRINE,,,,,,,,,,BIOPROTECTION,UPL ARYSTA LIFESCIENCE,
DELTAMÉTHRINE,FRUITHRINE,PROTAGRI,UNITED PHOSPHORUS LTD,DELTAMÉTHRINE,DELTAMÉTHRINE,DELTAMETHRINE,,,,,,,,,,PROTAGRI,UNITED PHOSPHORUS,
"DELTAMETRINE+ACETATE D’AMMONIUM+TRIMETHYLAMINE HCL+1,4DIAMINOBUTANE (=PUTRESCINE)",MAGNET MED,NUTRIPLANT,KOPPERT,DELTAMETRINE,DELTAMETRINE,DELTAMETHRINE,ACETATE D’AMMONIUM,ACETATE D’AMMONIUM,ACETATE D’AMMONIUM,TRIMETHYLAMINE HCL,TRIMETHYLAMINE HCL,TRIMETHYLAMINE HCL,"1,4DIAMINOBUTANE (=PUTRESCINE)","1,4DIAMINOBUTANE (=PUTRESCINE)","1,4-DIAMINOBUTANE (PUTRESCINE)",NUTRIPLANT,KOPPERT,Not Approved
DÉRIVVÉS D'ACIDES GRAS VÉGÉTAUX + HUILE DE PIN,ACTILANDE TM EC,SEPCM,ACTION PIN,DÉRIVVÉS D'ACIDES GRAS VÉGÉTAUX,DÉRIVVÉS D'ACIDES GRAS VÉGÉTAUX,DERIVVES D'ACIDES GRAS VEGETAUX,HUILE DE PIN,HUILE DE PIN,HUILE DE PIN,,,,,,,SEPCM,ACTION PIN,Not Approved
DIAFENTHIURON,PEGASUS 500 SC,BIOPROTECTION,SYNGENTA,DIAFENTHIURON,DIAFENTHIURON,DIAFENTHIURON,,,,,,,,,,BIOPROTECTION,SYNGENTA,Not Approved
"DICAMBA +2,4 – D",DIALEN SUPER,BIOPROTECTION,SYNGENTA,DICAMBA,DICAMBA,DICAMBA,"2,4 – D","2,4 – D",2.4-D,,,,,,,BIOPROTECTION,SYNGENTA,
DICAMBA +PROSULFURON,CASPER 55 WG,SOLAGRI,SYNGENTA,DICAMBA,DICAMBA,DICAMBA,PROSULFURON,PROSULFURON,PROSULFURON,,,,,,,SOLAGRI,SYNGENTA,
DICAMBA-SEL DIMETHYLAMINE (DMA),PROCAMBA,SSCC,GHARDA CHEMICAL,DICAMBA-SEL DIMETHYLAMINE (DMA),DICAMBA-SEL DIMETHYLAMINE (DMA),DICAMBA-SEL DIMETHYLAMINE (DMA),,,,,,,,,,SSCC,GHARDA,
DICHLOROPROP-P,CLEMENTGROS,SANABEL AGRO,NUFARM,DICHLOROPROP-P,DICHLOROPROP-P,DICHLOROPROP-P,,,,,,,,,,SANABEL AGRO,NUFARM,
DIETHOFENCARB,FRUGICO SC,AGROSYTEME,GLOBACHEM,DIETHOFENCARB,DIETHOFENCARB,DIETHOFENCARB,,,,,,,,,,AGROSYTEME,GLOBACHEM,Not Approved
DIFENACOUM,SOREXA PELLETS,AGRIPROTEC,BASF,DIFENACOUM,DIFENACOUM,DIFENACOUM,,,,,,,,,,AGRIPROTEC,BASF,Not Approved
DIFENOCONAZOLE+PROPICONAZOLE,NANJI PLUS EC,STEC,JIANGYIN FENGDENG CROP SCIENCE CO,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,PROPICONAZOLE,PROPICONAZOLE,PROPICONAZOLE,,,,,,,STEC,JIANGYIN FENGDENG,Not Approved
DIFENOCONAZOLE,CURYGEN EC,EL KHADRA,JSC AUGUST INC,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,EL KHADRA,JSC AUGUST,
DIFENOCONAZOLE,DIFCOR,AGROSYSTEMES,GLOBACHEM,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,AGROSYSTEMES,GLOBACHEM,
DIFENOCONAZOLE,DIFENDER 30 FS,AGROSYSTEMES,GLOBACHEM,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,AGROSYSTEMES,GLOBACHEM,
DIFENOCONAZOLE,DIVISOLE,TASMID,ASTRACHEM,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,TASMID,ASTRACHEM,
DIFENOCONAZOLE,FESTIVAL 250 EC,SANABEL AGRO,SHARDA WORLD WIDE,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,SANABEL AGRO,SHARDA WORLD WIDE,
DIFENOCONAZOLE,NANJI 250 EC,STEC,JIANGSU FENGDENG(FAB),DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,STEC,JIANGSU FENGDENG FAB,
DIFENOCONAZOLE,PROTECTOR,AMINCO,GLOBACHEM,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,AMINCO,GLOBACHEM,
DIFENOCONAZOLE,PROZOLE 250 EC,ETS MEZGHANI,ASTRACHEM,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,ETS MEZGHANI,ASTRACHEM,
DIFENOCONAZOLE,RAYOK,HALAB TUNISIE,JSC AUGUST INC,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,HALAB,JSC AUGUST,
DIFENOCONAZOLE,SCORE 250 EC,BIOPROTECTION,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,BIOPROTECTION,SYNGENTA,
DIFENOCONAZOLE,SITARA FS,SANABEL AGRO,SHARDA CROPCHEM,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,SANABEL AGRO,SHARDA CROPCHEM,
DIFENOCONAZOLE,SPECTRO 30 FS,BIOPROTECTION,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,,,,BIOPROTECTION,SYNGENTA,
DIFENOCONAZOLE +CYFLUFENAMID,CIDELY TOP 140 DC,AGRIPROTEC,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,CYFLUFENAMID,CYFLUFENAMID,CYFLUFENAMID,,,,,,,AGRIPROTEC,SYNGENTA,
DIFENOCONAZOLE + CYFLUFENAMID,DYNALI DC,SOLAGRI,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,CYFLUFENAMID,CYFLUFENAMID,CYFLUFENAMID,,,,,,,SOLAGRI,SYNGENTA,
DIFENOCONAZOLE +CYFLUFENAMID,MELCAR TOP 140 DC,COTUGRAIN IMPEX,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,CYFLUFENAMID,CYFLUFENAMID,CYFLUFENAMID,,,,,,,COTUGRAIN IMPEX,SYNGENTA,
DIFENOCONAZOLE + CYPRODINIL,INSPIRE PLUS EW,BIOPROTECTION,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,CYPRODINIL,CYPRODINIL,CYPRODINIL,,,,,,,BIOPROTECTION,SYNGENTA,
DIFENOCONAZOLE + FLUDIOXONIL,CELEST EXTRA 50 FS,BIOPROTECTION,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,FLUDIOXONIL,FLUDIOXONIL,FLUDIOXINIL,,,,,,,BIOPROTECTION,SYNGENTA,
DIFENOCONAZOLE + FLUDIOXONIL +THIAMETHOXAM,CELESTTOP 312.5,BIOPROTECTION,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,FLUDIOXONIL,FLUDIOXONIL,FLUDIOXINIL,THIAMETHOXAM,THIAMETHOXAM,THIAMETHOXAM,,,,BIOPROTECTION,SYNGENTA,Not Approved
DIFENOCONAZOLE + FLUDIOXONIL,DIFEND EXTRA FS,AGROSYSTEMES,GLOBACHEM,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,FLUDIOXONIL,FLUDIOXONIL,FLUDIOXINIL,,,,,,,AGROSYSTEMES,GLOBACHEM,
DIFENOCONAZOLE + FLUDIOXONIL +SEDEXANE,VIBRANCE GOLD,BIOPROTECTION,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,FLUDIOXONIL,FLUDIOXONIL,FLUDIOXINIL,SEDEXANE,SEDEXANE,SEDAXANE,,,,BIOPROTECTION,SYNGENTA,
DIFENOCONAZOLE + METALAXYL –M + THIAMETHOXAM,APRON STAR WS,COTUGRAIN,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,METALAXYL –M,METALAXYL –M,METALAXYL –M,THIAMETHOXAM,THIAMETHOXAM,THIAMETHOXAM,,,,COTUGRAIN,SYNGENTA,Not Approved
DIFENOCONAZOLE +MÉTALAXYL-M,DIVIDEND EXTREME 115 FS,SOLAGRI,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,MÉTALAXYL-M,MÉTALAXYL-M,METALAXYL –M,,,,,,,SOLAGRI,SYNGENTA,
DIFENOCONAZOLE +MÉTALAXYL-M,SPECTROEXTREME 115 FS,BIOPROTECTION,SYNGENTA,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,MÉTALAXYL-M,MÉTALAXYL-M,METALAXYL –M,,,,,,,BIOPROTECTION,SYNGENTA,
DIFLUFENICAN +FLUFENACET,RELIANCE SC,BIOPROTECTION,UPL,DIFLUFENICAN,DIFLUFENICAN,DIFLUFENICAN,FLUFENACET,FLUFENACET,FLUFENACET,,,,,,,BIOPROTECTION,UPL,Not Approved
DIFLUFENICAN +FLUFENACET,SC,BIOPROTECTION,UPL,DIFLUFENICAN,DIFLUFENICAN,DIFLUFENICAN,FLUFENACET,FLUFENACET,FLUFENACET,,,,,,,BIOPROTECTION,UPL,Not Approved
